,speed,accel,hand,
"('koopa troopa', 'comet', 'roller', 'Wario*')",1.75,-1.25,-1.5,
"('koopa troopa', 'W25 silver arrow', 'roller', 'Super Glider*')",1.75,-1.25,-1.5,
"('koopa troopa', 'W25 silver arrow', 'roller', 'Wario*')",1.75,-1.25,-1.5,
"('koopa troopa', 'pipe frame', 'standard', 'Clouds*')",1.75,-1.25,-1.5,
"('koopa troopa', 'pipe frame', 'standard', 'Peach Parasol*')",1.75,-1.25,-1.5,
"('baby mario', 'pipe frame', 'standard', 'Super Glider*')",1.75,-1.25,-1.5,
"('baby mario', 'pipe frame', 'standard', 'Wario*')",1.75,-1.25,-1.5,
"('koopa troopa', 'pipe frame', 'button', 'Super Glider*')",1.75,-1.25,-1.5,
"('koopa troopa', 'pipe frame', 'button', 'Wario*')",1.75,-1.25,-1.5,
"('toadette', 'biddybuggy', 'slim', 'Clouds*')",1.75,-1.25,-1.5,
"('toadette', 'biddybuggy', 'slim', 'Peach Parasol*')",1.75,-1.25,-1.5,
"('koopa troopa', 'biddybuggy', 'standard', 'Super Glider*')",1.75,-1.25,-1.5,
"('koopa troopa', 'biddybuggy', 'standard', 'Wario*')",1.75,-1.25,-1.5,
"('lemmy', '300sl roadster', 'roller', 'Super Glider*')",2,-1.25,-1.5,N
"('lemmy', '300sl roadster', 'roller', 'Wario*')",2,-1.25,-1.5,N
"('lemmy', 'comet', 'standard', 'Clouds*')",2,-1.25,-1.5,N
"('lemmy', 'comet', 'standard', 'Peach Parasol*')",2,-1.25,-1.5,N
"('lemmy', 'comet', 'button', 'Super Glider*')",2,-1.25,-1.5,N
"('lemmy', 'comet', 'button', 'Wario*')",2,-1.25,-1.5,N
"('lemmy', 'W25 silver arrow', 'standard', 'Clouds*')",2,-1.25,-1.5,N
"('lemmy', 'W25 silver arrow', 'standard', 'Peach Parasol*')",2,-1.25,-1.5,N
"('lemmy', 'W25 silver arrow', 'button', 'Super Glider*')",2,-1.25,-1.5,N
"('lemmy', 'W25 silver arrow', 'button', 'Wario*')",2,-1.25,-1.5,N
"('lemmy', 'landship', 'standard', 'Super Glider*')",2,-1.25,-1.5,N
"('lemmy', 'landship', 'standard', 'Wario*')",2,-1.25,-1.5,N
"('lemmy', 'pipe frame', 'sponge', 'Super Glider*')",2.25,-1.25,-1.5,N
"('lemmy', 'pipe frame', 'sponge', 'Wario*')",2.25,-1.25,-1.5,N
"('baby peach', 'biddybuggy', 'off road', 'Clouds*')",2.25,-1.25,-1.5,N
"('baby peach', 'biddybuggy', 'off road', 'Peach Parasol*')",2.25,-1.25,-1.5,N
"('baby peach', 'landship', 'sponge', 'Clouds*')",2.5,-1.25,-1.5,N
"('baby peach', 'landship', 'sponge', 'Peach Parasol*')",2.5,-1.25,-1.5,N
"('toadette', 'pipe frame', 'slim', 'Clouds*')",1.5,-1,-1.5,
"('toadette', 'pipe frame', 'slim', 'Peach Parasol*')",1.5,-1,-1.5,
"('koopa troopa', 'pipe frame', 'standard', 'Super Glider*')",1.5,-1,-1.5,
"('koopa troopa', 'pipe frame', 'standard', 'Wario*')",1.5,-1,-1.5,
"('toad', 'biddybuggy', 'slim', 'Clouds*')",1.5,-1,-1.5,
"('toad', 'biddybuggy', 'slim', 'Peach Parasol*')",1.5,-1,-1.5,
"('toadette', 'biddybuggy', 'slim', 'Super Glider*')",1.5,-1,-1.5,
"('toadette', 'biddybuggy', 'slim', 'Wario*')",1.5,-1,-1.5,
"('lemmy', 'comet', 'standard', 'Super Glider*')",1.75,-1,-1.5,N
"('lemmy', 'comet', 'standard', 'Wario*')",1.75,-1,-1.5,N
"('lemmy', 'W25 silver arrow', 'standard', 'Super Glider*')",1.75,-1,-1.5,N
"('lemmy', 'W25 silver arrow', 'standard', 'Wario*')",1.75,-1,-1.5,N
"('baby mario', 'landship', 'slim', 'Clouds*')",1.75,-1,-1.5,N
"('baby mario', 'landship', 'slim', 'Peach Parasol*')",1.75,-1,-1.5,N
"('lemmy', 'sport bike', 'roller', 'Clouds*')",2,-1,-1.5,N
"('lemmy', 'sport bike', 'roller', 'Peach Parasol*')",2,-1,-1.5,N
"('lemmy', 'sneeker', 'roller', 'Clouds*')",2,-1,-1.5,N
"('lemmy', 'sneeker', 'roller', 'Peach Parasol*')",2,-1,-1.5,N
"('baby peach', 'splat buggy', 'roller', 'Clouds*')",2,-1,-1.5,N
"('baby peach', 'splat buggy', 'roller', 'Peach Parasol*')",2,-1,-1.5,N
"('baby peach', '300sl roadster', 'button', 'Clouds*')",2,-1,-1.5,N
"('baby peach', '300sl roadster', 'button', 'Peach Parasol*')",2,-1,-1.5,N
"('baby peach', 'pipe frame', 'off road', 'Clouds*')",2,-1,-1.5,N
"('baby peach', 'pipe frame', 'off road', 'Peach Parasol*')",2,-1,-1.5,N
"('lemmy', 'biddybuggy', 'Slick', 'Clouds*')",2,-1,-1.5,N
"('lemmy', 'biddybuggy', 'Slick', 'Peach Parasol*')",2,-1,-1.5,N
"('baby peach', 'biddybuggy', 'off road', 'Super Glider*')",2,-1,-1.5,N
"('baby peach', 'biddybuggy', 'off road', 'Wario*')",2,-1,-1.5,N
"('baby peach', 'mach8', 'roller', 'Clouds*')",2.25,-1,-1.5,N
"('baby peach', 'mach8', 'roller', 'Peach Parasol*')",2.25,-1,-1.5,N
"('baby peach', 'comet', 'sponge', 'Clouds*')",2.25,-1,-1.5,N
"('baby peach', 'comet', 'sponge', 'Peach Parasol*')",2.25,-1,-1.5,N
"('baby mario', 'koopa clown', 'roller', 'Clouds*')",2.25,-1,-1.5,N
"('baby mario', 'koopa clown', 'roller', 'Peach Parasol*')",2.25,-1,-1.5,N
"('baby peach', 'W25 silver arrow', 'sponge', 'Clouds*')",2.25,-1,-1.5,N
"('baby peach', 'W25 silver arrow', 'sponge', 'Peach Parasol*')",2.25,-1,-1.5,N
"('baby peach', 'landship', 'sponge', 'Super Glider*')",2.25,-1,-1.5,N
"('baby peach', 'landship', 'sponge', 'Wario*')",2.25,-1,-1.5,N
"('toad', 'pipe frame', 'slim', 'Clouds*')",1.25,-0.75,-1.5,
"('toad', 'pipe frame', 'slim', 'Peach Parasol*')",1.25,-0.75,-1.5,
"('toadette', 'pipe frame', 'slim', 'Super Glider*')",1.25,-0.75,-1.5,
"('toadette', 'pipe frame', 'slim', 'Wario*')",1.25,-0.75,-1.5,
"('toad', 'biddybuggy', 'slim', 'Super Glider*')",1.25,-0.75,-1.5,
"('toad', 'biddybuggy', 'slim', 'Wario*')",1.25,-0.75,-1.5,
"('baby mario', 'comet', 'slim', 'Clouds*')",1.5,-0.75,-1.5,N
"('baby mario', 'comet', 'slim', 'Peach Parasol*')",1.5,-0.75,-1.5,N
"('baby mario', 'W25 silver arrow', 'slim', 'Clouds*')",1.5,-0.75,-1.5,N
"('baby mario', 'W25 silver arrow', 'slim', 'Peach Parasol*')",1.5,-0.75,-1.5,N
"('koopa troopa', 'landship', 'slim', 'Clouds*')",1.5,-0.75,-1.5,N
"('koopa troopa', 'landship', 'slim', 'Peach Parasol*')",1.5,-0.75,-1.5,N
"('baby mario', 'landship', 'slim', 'Super Glider*')",1.5,-0.75,-1.5,N
"('baby mario', 'landship', 'slim', 'Wario*')",1.5,-0.75,-1.5,N
"('lemmy', 'sport bike', 'roller', 'Super Glider*')",1.75,-0.75,-1.5,N
"('lemmy', 'sport bike', 'roller', 'Wario*')",1.75,-0.75,-1.5,N
"('lemmy', 'sneeker', 'roller', 'Super Glider*')",1.75,-0.75,-1.5,N
"('lemmy', 'sneeker', 'roller', 'Wario*')",1.75,-0.75,-1.5,N
"('baby peach', 'splat buggy', 'roller', 'Super Glider*')",1.75,-0.75,-1.5,N
"('baby peach', 'splat buggy', 'roller', 'Wario*')",1.75,-0.75,-1.5,N
"('baby peach', '300sl roadster', 'standard', 'Clouds*')",1.75,-0.75,-1.5,N
"('baby peach', '300sl roadster', 'standard', 'Peach Parasol*')",1.75,-0.75,-1.5,N
"('baby peach', '300sl roadster', 'button', 'Super Glider*')",1.75,-0.75,-1.5,N
"('baby peach', '300sl roadster', 'button', 'Wario*')",1.75,-0.75,-1.5,N
"('lemmy', 'pipe frame', 'Slick', 'Clouds*')",1.75,-0.75,-1.5,N
"('lemmy', 'pipe frame', 'Slick', 'Peach Parasol*')",1.75,-0.75,-1.5,N
"('baby peach', 'pipe frame', 'off road', 'Super Glider*')",1.75,-0.75,-1.5,N
"('baby peach', 'pipe frame', 'off road', 'Wario*')",1.75,-0.75,-1.5,N
"('lemmy', 'biddybuggy', 'Slick', 'Super Glider*')",1.75,-0.75,-1.5,N
"('lemmy', 'biddybuggy', 'Slick', 'Wario*')",1.75,-0.75,-1.5,N
"('baby peach', 'mach8', 'roller', 'Super Glider*')",2,-0.75,-1.5,N
"('baby peach', 'mach8', 'roller', 'Wario*')",2,-0.75,-1.5,N
"('baby peach', 'comet', 'sponge', 'Super Glider*')",2,-0.75,-1.5,N
"('baby peach', 'comet', 'sponge', 'Wario*')",2,-0.75,-1.5,N
"('koopa troopa', 'koopa clown', 'roller', 'Clouds*')",2,-0.75,-1.5,N
"('koopa troopa', 'koopa clown', 'roller', 'Peach Parasol*')",2,-0.75,-1.5,N
"('baby mario', 'koopa clown', 'roller', 'Super Glider*')",2,-0.75,-1.5,N
"('baby mario', 'koopa clown', 'roller', 'Wario*')",2,-0.75,-1.5,N
"('baby peach', 'W25 silver arrow', 'sponge', 'Super Glider*')",2,-0.75,-1.5,N
"('baby peach', 'W25 silver arrow', 'sponge', 'Wario*')",2,-0.75,-1.5,N
"('lemmy', 'biddybuggy', 'Metal', 'Clouds*')",2,-0.75,-1.5,N
"('lemmy', 'biddybuggy', 'Metal', 'Peach Parasol*')",2,-0.75,-1.5,N
"('lemmy', 'koopa clown', 'button', 'Clouds*')",2.25,-0.75,-1.5,N
"('lemmy', 'koopa clown', 'button', 'Peach Parasol*')",2.25,-0.75,-1.5,N
"('toad', 'pipe frame', 'slim', 'Super Glider*')",1,-0.5,-1.5,
"('toad', 'pipe frame', 'slim', 'Wario*')",1,-0.5,-1.5,
"('koopa troopa', 'comet', 'slim', 'Clouds*')",1.25,-0.5,-1.5,N
"('koopa troopa', 'comet', 'slim', 'Peach Parasol*')",1.25,-0.5,-1.5,N
"('baby mario', 'comet', 'slim', 'Super Glider*')",1.25,-0.5,-1.5,N
"('baby mario', 'comet', 'slim', 'Wario*')",1.25,-0.5,-1.5,N
"('koopa troopa', 'W25 silver arrow', 'slim', 'Clouds*')",1.25,-0.5,-1.5,N
"('koopa troopa', 'W25 silver arrow', 'slim', 'Peach Parasol*')",1.25,-0.5,-1.5,N
"('baby mario', 'W25 silver arrow', 'slim', 'Super Glider*')",1.25,-0.5,-1.5,N
"('baby mario', 'W25 silver arrow', 'slim', 'Wario*')",1.25,-0.5,-1.5,N
"('koopa troopa', 'landship', 'slim', 'Super Glider*')",1.25,-0.5,-1.5,N
"('koopa troopa', 'landship', 'slim', 'Wario*')",1.25,-0.5,-1.5,N
"('lemmy', '300sl roadster', 'slim', 'Clouds*')",1.5,-0.5,-1.5,N
"('lemmy', '300sl roadster', 'slim', 'Peach Parasol*')",1.5,-0.5,-1.5,N
"('baby peach', '300sl roadster', 'standard', 'Super Glider*')",1.5,-0.5,-1.5,N
"('baby peach', '300sl roadster', 'standard', 'Wario*')",1.5,-0.5,-1.5,N
"('lemmy', 'pipe frame', 'Slick', 'Super Glider*')",1.5,-0.5,-1.5,N
"('lemmy', 'pipe frame', 'Slick', 'Wario*')",1.5,-0.5,-1.5,N
"('baby peach', 'sport bike', 'button', 'Clouds*')",1.75,-0.5,-1.5,N
"('baby peach', 'sport bike', 'button', 'Peach Parasol*')",1.75,-0.5,-1.5,N
"('baby peach', 'sneeker', 'button', 'Clouds*')",1.75,-0.5,-1.5,N
"('baby peach', 'sneeker', 'button', 'Peach Parasol*')",1.75,-0.5,-1.5,N
"('koopa troopa', 'koopa clown', 'roller', 'Super Glider*')",1.75,-0.5,-1.5,N
"('koopa troopa', 'koopa clown', 'roller', 'Wario*')",1.75,-0.5,-1.5,N
"('baby peach', 'landship', 'Slick', 'Clouds*')",1.75,-0.5,-1.5,N
"('baby peach', 'landship', 'Slick', 'Peach Parasol*')",1.75,-0.5,-1.5,N
"('lemmy', 'pipe frame', 'Metal', 'Clouds*')",1.75,-0.5,-1.5,N
"('lemmy', 'pipe frame', 'Metal', 'Peach Parasol*')",1.75,-0.5,-1.5,N
"('lemmy', 'biddybuggy', 'Metal', 'Super Glider*')",1.75,-0.5,-1.5,N
"('lemmy', 'biddybuggy', 'Metal', 'Wario*')",1.75,-0.5,-1.5,N
"('lemmy', 'koopa clown', 'standard', 'Clouds*')",2,-0.5,-1.5,N
"('lemmy', 'koopa clown', 'standard', 'Peach Parasol*')",2,-0.5,-1.5,N
"('lemmy', 'koopa clown', 'button', 'Super Glider*')",2,-0.5,-1.5,N
"('lemmy', 'koopa clown', 'button', 'Wario*')",2,-0.5,-1.5,N
"('koopa troopa', 'comet', 'slim', 'Super Glider*')",1,-0.25,-1.5,
"('koopa troopa', 'comet', 'slim', 'Wario*')",1,-0.25,-1.5,
"('koopa troopa', 'W25 silver arrow', 'slim', 'Super Glider*')",1,-0.25,-1.5,
"('koopa troopa', 'W25 silver arrow', 'slim', 'Wario*')",1,-0.25,-1.5,
"('lemmy', '300sl roadster', 'slim', 'Super Glider*')",1.25,-0.25,-1.5,N
"('lemmy', '300sl roadster', 'slim', 'Wario*')",1.25,-0.25,-1.5,N
"('baby peach', 'sport bike', 'standard', 'Clouds*')",1.5,-0.25,-1.5,N
"('baby peach', 'sport bike', 'standard', 'Peach Parasol*')",1.5,-0.25,-1.5,N
"('baby peach', 'sport bike', 'button', 'Super Glider*')",1.5,-0.25,-1.5,N
"('baby peach', 'sport bike', 'button', 'Wario*')",1.5,-0.25,-1.5,N
"('baby peach', 'sneeker', 'standard', 'Clouds*')",1.5,-0.25,-1.5,N
"('baby peach', 'sneeker', 'standard', 'Peach Parasol*')",1.5,-0.25,-1.5,N
"('baby peach', 'sneeker', 'button', 'Super Glider*')",1.5,-0.25,-1.5,N
"('baby peach', 'sneeker', 'button', 'Wario*')",1.5,-0.25,-1.5,N
"('baby peach', 'comet', 'Slick', 'Clouds*')",1.5,-0.25,-1.5,N
"('baby peach', 'comet', 'Slick', 'Peach Parasol*')",1.5,-0.25,-1.5,N
"('baby peach', 'W25 silver arrow', 'Slick', 'Clouds*')",1.5,-0.25,-1.5,N
"('baby peach', 'W25 silver arrow', 'Slick', 'Peach Parasol*')",1.5,-0.25,-1.5,N
"('baby peach', 'landship', 'Slick', 'Super Glider*')",1.5,-0.25,-1.5,N
"('baby peach', 'landship', 'Slick', 'Wario*')",1.5,-0.25,-1.5,N
"('lemmy', 'pipe frame', 'Metal', 'Super Glider*')",1.5,-0.25,-1.5,N
"('lemmy', 'pipe frame', 'Metal', 'Wario*')",1.5,-0.25,-1.5,N
"('lemmy', 'koopa clown', 'standard', 'Super Glider*')",1.75,-0.25,-1.5,N
"('lemmy', 'koopa clown', 'standard', 'Wario*')",1.75,-0.25,-1.5,N
"('baby peach', 'landship', 'Metal', 'Clouds*')",1.75,-0.25,-1.5,N
"('baby peach', 'landship', 'Metal', 'Peach Parasol*')",1.75,-0.25,-1.5,N
"('baby peach', 'koopa clown', 'sponge', 'Clouds*')",2.25,-0.25,-1.5,N
"('baby peach', 'koopa clown', 'sponge', 'Peach Parasol*')",2.25,-0.25,-1.5,N
"('lemmy', 'sport bike', 'slim', 'Clouds*')",1.25,0,-1.5,
"('lemmy', 'sport bike', 'slim', 'Peach Parasol*')",1.25,0,-1.5,
"('baby peach', 'sport bike', 'standard', 'Super Glider*')",1.25,0,-1.5,
"('baby peach', 'sport bike', 'standard', 'Wario*')",1.25,0,-1.5,
"('lemmy', 'sneeker', 'slim', 'Clouds*')",1.25,0,-1.5,
"('lemmy', 'sneeker', 'slim', 'Peach Parasol*')",1.25,0,-1.5,
"('baby peach', 'sneeker', 'standard', 'Super Glider*')",1.25,0,-1.5,
"('baby peach', 'sneeker', 'standard', 'Wario*')",1.25,0,-1.5,
"('baby peach', 'splat buggy', 'slim', 'Clouds*')",1.25,0,-1.5,
"('baby peach', 'splat buggy', 'slim', 'Peach Parasol*')",1.25,0,-1.5,
"('baby peach', 'comet', 'Slick', 'Super Glider*')",1.25,0,-1.5,
"('baby peach', 'comet', 'Slick', 'Wario*')",1.25,0,-1.5,
"('baby peach', 'W25 silver arrow', 'Slick', 'Super Glider*')",1.25,0,-1.5,
"('baby peach', 'W25 silver arrow', 'Slick', 'Wario*')",1.25,0,-1.5,
"('baby peach', 'mach8', 'slim', 'Clouds*')",1.5,0,-1.5,N
"('baby peach', 'mach8', 'slim', 'Peach Parasol*')",1.5,0,-1.5,N
"('baby peach', 'comet', 'Metal', 'Clouds*')",1.5,0,-1.5,N
"('baby peach', 'comet', 'Metal', 'Peach Parasol*')",1.5,0,-1.5,N
"('baby mario', 'koopa clown', 'slim', 'Clouds*')",1.5,0,-1.5,N
"('baby mario', 'koopa clown', 'slim', 'Peach Parasol*')",1.5,0,-1.5,N
"('baby peach', 'W25 silver arrow', 'Metal', 'Clouds*')",1.5,0,-1.5,N
"('baby peach', 'W25 silver arrow', 'Metal', 'Peach Parasol*')",1.5,0,-1.5,N
"('baby peach', 'landship', 'Metal', 'Super Glider*')",1.5,0,-1.5,N
"('baby peach', 'landship', 'Metal', 'Wario*')",1.5,0,-1.5,N
"('baby peach', 'koopa clown', 'sponge', 'Super Glider*')",2,0,-1.5,N
"('baby peach', 'koopa clown', 'sponge', 'Wario*')",2,0,-1.5,N
"('lemmy', 'sport bike', 'slim', 'Super Glider*')",1,0.25,-1.5,
"('lemmy', 'sport bike', 'slim', 'Wario*')",1,0.25,-1.5,
"('lemmy', 'sneeker', 'slim', 'Super Glider*')",1,0.25,-1.5,
"('lemmy', 'sneeker', 'slim', 'Wario*')",1,0.25,-1.5,
"('baby peach', 'splat buggy', 'slim', 'Super Glider*')",1,0.25,-1.5,
"('baby peach', 'splat buggy', 'slim', 'Wario*')",1,0.25,-1.5,
"('baby peach', 'mach8', 'slim', 'Super Glider*')",1.25,0.25,-1.5,N
"('baby peach', 'mach8', 'slim', 'Wario*')",1.25,0.25,-1.5,N
"('baby peach', 'comet', 'Metal', 'Super Glider*')",1.25,0.25,-1.5,N
"('baby peach', 'comet', 'Metal', 'Wario*')",1.25,0.25,-1.5,N
"('koopa troopa', 'koopa clown', 'slim', 'Clouds*')",1.25,0.25,-1.5,N
"('koopa troopa', 'koopa clown', 'slim', 'Peach Parasol*')",1.25,0.25,-1.5,N
"('baby mario', 'koopa clown', 'slim', 'Super Glider*')",1.25,0.25,-1.5,N
"('baby mario', 'koopa clown', 'slim', 'Wario*')",1.25,0.25,-1.5,N
"('baby peach', 'W25 silver arrow', 'Metal', 'Super Glider*')",1.25,0.25,-1.5,N
"('baby peach', 'W25 silver arrow', 'Metal', 'Wario*')",1.25,0.25,-1.5,N
"('koopa troopa', 'koopa clown', 'slim', 'Super Glider*')",1,0.5,-1.5,
"('koopa troopa', 'koopa clown', 'slim', 'Wario*')",1,0.5,-1.5,
"('baby peach', 'koopa clown', 'Slick', 'Clouds*')",1.5,0.5,-1.5,N
"('baby peach', 'koopa clown', 'Slick', 'Peach Parasol*')",1.5,0.5,-1.5,N
"('baby peach', 'koopa clown', 'Slick', 'Super Glider*')",1.25,0.75,-1.5,
"('baby peach', 'koopa clown', 'Slick', 'Wario*')",1.25,0.75,-1.5,
"('baby peach', 'koopa clown', 'Metal', 'Clouds*')",1.5,0.75,-1.5,N
"('baby peach', 'koopa clown', 'Metal', 'Peach Parasol*')",1.5,0.75,-1.5,N
"('baby peach', 'koopa clown', 'Metal', 'Super Glider*')",1.25,1,-1.5,
"('baby peach', 'koopa clown', 'Metal', 'Wario*')",1.25,1,-1.5,
"('cat peach', 'biddybuggy', 'roller', 'Clouds*')",2,-2,-1.25,
"('cat peach', 'biddybuggy', 'roller', 'Peach Parasol*')",2,-2,-1.25,
"('toadette', 'landship', 'roller', 'Clouds*')",2.25,-2,-1.25,N
"('toadette', 'landship', 'roller', 'Peach Parasol*')",2.25,-2,-1.25,N
"('toadette', 'biddybuggy', 'button', 'Clouds*')",2.25,-2,-1.25,N
"('toadette', 'biddybuggy', 'button', 'Peach Parasol*')",2.25,-2,-1.25,N
"('cat peach', 'pipe frame', 'roller', 'Clouds*')",1.75,-1.75,-1.25,
"('cat peach', 'pipe frame', 'roller', 'Peach Parasol*')",1.75,-1.75,-1.25,
"('cat peach', 'biddybuggy', 'roller', 'Super Glider*')",1.75,-1.75,-1.25,
"('cat peach', 'biddybuggy', 'roller', 'Wario*')",1.75,-1.75,-1.25,
"('toadette', 'comet', 'roller', 'Clouds*')",2,-1.75,-1.25,N
"('toadette', 'comet', 'roller', 'Peach Parasol*')",2,-1.75,-1.25,N
"('toadette', 'W25 silver arrow', 'roller', 'Clouds*')",2,-1.75,-1.25,N
"('toadette', 'W25 silver arrow', 'roller', 'Peach Parasol*')",2,-1.75,-1.25,N
"('toad', 'landship', 'roller', 'Clouds*')",2,-1.75,-1.25,N
"('toad', 'landship', 'roller', 'Peach Parasol*')",2,-1.75,-1.25,N
"('toadette', 'landship', 'roller', 'Super Glider*')",2,-1.75,-1.25,N
"('toadette', 'landship', 'roller', 'Wario*')",2,-1.75,-1.25,N
"('toadette', 'pipe frame', 'button', 'Clouds*')",2,-1.75,-1.25,N
"('toadette', 'pipe frame', 'button', 'Peach Parasol*')",2,-1.75,-1.25,N
"('toadette', 'biddybuggy', 'standard', 'Clouds*')",2,-1.75,-1.25,N
"('toadette', 'biddybuggy', 'standard', 'Peach Parasol*')",2,-1.75,-1.25,N
"('toad', 'biddybuggy', 'button', 'Clouds*')",2,-1.75,-1.25,N
"('toad', 'biddybuggy', 'button', 'Peach Parasol*')",2,-1.75,-1.25,N
"('toadette', 'biddybuggy', 'button', 'Super Glider*')",2,-1.75,-1.25,N
"('toadette', 'biddybuggy', 'button', 'Wario*')",2,-1.75,-1.25,N
"('baby mario', 'landship', 'button', 'Clouds*')",2.25,-1.75,-1.25,N
"('baby mario', 'landship', 'button', 'Peach Parasol*')",2.25,-1.75,-1.25,N
"('baby mario', 'biddybuggy', 'sponge', 'Clouds*')",2.5,-1.75,-1.25,N
"('baby mario', 'biddybuggy', 'sponge', 'Peach Parasol*')",2.5,-1.75,-1.25,N
"('cat peach', 'pipe frame', 'roller', 'Super Glider*')",1.5,-1.5,-1.25,
"('cat peach', 'pipe frame', 'roller', 'Wario*')",1.5,-1.5,-1.25,
"('toad', 'comet', 'roller', 'Clouds*')",1.75,-1.5,-1.25,N
"('toad', 'comet', 'roller', 'Peach Parasol*')",1.75,-1.5,-1.25,N
"('toadette', 'comet', 'roller', 'Super Glider*')",1.75,-1.5,-1.25,N
"('toadette', 'comet', 'roller', 'Wario*')",1.75,-1.5,-1.25,N
"('toad', 'W25 silver arrow', 'roller', 'Clouds*')",1.75,-1.5,-1.25,N
"('toad', 'W25 silver arrow', 'roller', 'Peach Parasol*')",1.75,-1.5,-1.25,N
"('toadette', 'W25 silver arrow', 'roller', 'Super Glider*')",1.75,-1.5,-1.25,N
"('toadette', 'W25 silver arrow', 'roller', 'Wario*')",1.75,-1.5,-1.25,N
"('toad', 'landship', 'roller', 'Super Glider*')",1.75,-1.5,-1.25,N
"('toad', 'landship', 'roller', 'Wario*')",1.75,-1.5,-1.25,N
"('toadette', 'pipe frame', 'standard', 'Clouds*')",1.75,-1.5,-1.25,N
"('toadette', 'pipe frame', 'standard', 'Peach Parasol*')",1.75,-1.5,-1.25,N
"('toad', 'pipe frame', 'button', 'Clouds*')",1.75,-1.5,-1.25,N
"('toad', 'pipe frame', 'button', 'Peach Parasol*')",1.75,-1.5,-1.25,N
"('toadette', 'pipe frame', 'button', 'Super Glider*')",1.75,-1.5,-1.25,N
"('toadette', 'pipe frame', 'button', 'Wario*')",1.75,-1.5,-1.25,N
"('toad', 'biddybuggy', 'standard', 'Clouds*')",1.75,-1.5,-1.25,N
"('toad', 'biddybuggy', 'standard', 'Peach Parasol*')",1.75,-1.5,-1.25,N
"('toadette', 'biddybuggy', 'standard', 'Super Glider*')",1.75,-1.5,-1.25,N
"('toadette', 'biddybuggy', 'standard', 'Wario*')",1.75,-1.5,-1.25,N
"('toad', 'biddybuggy', 'button', 'Super Glider*')",1.75,-1.5,-1.25,N
"('toad', 'biddybuggy', 'button', 'Wario*')",1.75,-1.5,-1.25,N
"('baby mario', '300sl roadster', 'roller', 'Clouds*')",2,-1.5,-1.25,N
"('baby mario', '300sl roadster', 'roller', 'Peach Parasol*')",2,-1.5,-1.25,N
"('baby mario', 'comet', 'button', 'Clouds*')",2,-1.5,-1.25,N
"('baby mario', 'comet', 'button', 'Peach Parasol*')",2,-1.5,-1.25,N
"('baby mario', 'W25 silver arrow', 'button', 'Clouds*')",2,-1.5,-1.25,N
"('baby mario', 'W25 silver arrow', 'button', 'Peach Parasol*')",2,-1.5,-1.25,N
"('baby mario', 'landship', 'standard', 'Clouds*')",2,-1.5,-1.25,N
"('baby mario', 'landship', 'standard', 'Peach Parasol*')",2,-1.5,-1.25,N
"('koopa troopa', 'landship', 'button', 'Clouds*')",2,-1.5,-1.25,N
"('koopa troopa', 'landship', 'button', 'Peach Parasol*')",2,-1.5,-1.25,N
"('baby mario', 'landship', 'button', 'Super Glider*')",2,-1.5,-1.25,N
"('baby mario', 'landship', 'button', 'Wario*')",2,-1.5,-1.25,N
"('baby mario', 'pipe frame', 'sponge', 'Clouds*')",2.25,-1.5,-1.25,N
"('baby mario', 'pipe frame', 'sponge', 'Peach Parasol*')",2.25,-1.5,-1.25,N
"('lemmy', 'biddybuggy', 'off road', 'Clouds*')",2.25,-1.5,-1.25,N
"('lemmy', 'biddybuggy', 'off road', 'Peach Parasol*')",2.25,-1.5,-1.25,N
"('koopa troopa', 'biddybuggy', 'sponge', 'Clouds*')",2.25,-1.5,-1.25,N
"('koopa troopa', 'biddybuggy', 'sponge', 'Peach Parasol*')",2.25,-1.5,-1.25,N
"('baby mario', 'biddybuggy', 'sponge', 'Super Glider*')",2.25,-1.5,-1.25,N
"('baby mario', 'biddybuggy', 'sponge', 'Wario*')",2.25,-1.5,-1.25,N
"('lemmy', 'landship', 'sponge', 'Clouds*')",2.5,-1.5,-1.25,
"('lemmy', 'landship', 'sponge', 'Peach Parasol*')",2.5,-1.5,-1.25,
"('toad', 'comet', 'roller', 'Super Glider*')",1.5,-1.25,-1.25,
"('toad', 'comet', 'roller', 'Wario*')",1.5,-1.25,-1.25,
"('toad', 'W25 silver arrow', 'roller', 'Super Glider*')",1.5,-1.25,-1.25,
"('toad', 'W25 silver arrow', 'roller', 'Wario*')",1.5,-1.25,-1.25,
"('toad', 'pipe frame', 'standard', 'Clouds*')",1.5,-1.25,-1.25,
"('toad', 'pipe frame', 'standard', 'Peach Parasol*')",1.5,-1.25,-1.25,
"('toadette', 'pipe frame', 'standard', 'Super Glider*')",1.5,-1.25,-1.25,
"('toadette', 'pipe frame', 'standard', 'Wario*')",1.5,-1.25,-1.25,
"('toad', 'pipe frame', 'button', 'Super Glider*')",1.5,-1.25,-1.25,
"('toad', 'pipe frame', 'button', 'Wario*')",1.5,-1.25,-1.25,
"('toad', 'biddybuggy', 'standard', 'Super Glider*')",1.5,-1.25,-1.25,
"('toad', 'biddybuggy', 'standard', 'Wario*')",1.5,-1.25,-1.25,
"('koopa troopa', '300sl roadster', 'roller', 'Clouds*')",1.75,-1.25,-1.25,N
"('koopa troopa', '300sl roadster', 'roller', 'Peach Parasol*')",1.75,-1.25,-1.25,N
"('baby mario', '300sl roadster', 'roller', 'Super Glider*')",1.75,-1.25,-1.25,N
